"situation","indicateur_base","formule_base (OR)","indicateur_derive","formule_derivee","imbrique_ok","condition_resolue"
"ref","FretFluvCat11Request","=K566","FretFluvCat11NbTraj","=K570 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F570)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat11Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat11Request","=K566","FretFluvCat11DistAn","=K570 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F570)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat11Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat12Request","=K577","FretFluvCat12NbTraj","=K581 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F581)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat12Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat12Request","=K577","FretFluvCat12DistAn","=K581 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F581)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat12Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat13Request","=K588","FretFluvCat13NbTraj","=K592 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F592)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat13Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat13Request","=K588","FretFluvCat13DistAn","=K592 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F592)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat13Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat14Request","=K599","FretFluvCat14NbTraj","=K603 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F603)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat14Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat14Request","=K599","FretFluvCat14DistAn","=K603 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F603)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat14Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat15Request","=K610","FretFluvCat15NbTraj","=K614 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F614)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat15Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat15Request","=K610","FretFluvCat15DistAn","=K614 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F614)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat15Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat16Request","=K621","FretFluvCat16NbTraj","=K625 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F625)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat16Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat16Request","=K621","FretFluvCat16DistAn","=K625 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F625)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat16Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat17Request","=K632","FretFluvCat17NbTraj","=K636 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F636)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat17Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat17Request","=K632","FretFluvCat17DistAn","=K636 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F636)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat17Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat18Request","=K643","FretFluvCat18NbTraj","=K647 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F647)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat18Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat18Request","=K643","FretFluvCat18DistAn","=K647 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F647)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat18Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat19Request","=K654","FretFluvCat19NbTraj","=K658 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F658)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat19Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat19Request","=K654","FretFluvCat19DistAn","=K658 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F658)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat19Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat20Request","=K665","FretFluvCat20NbTraj","=K669 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F669)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat20Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat20Request","=K665","FretFluvCat20DistAn","=K669 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F669)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat20Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat21Request","=K676","FretFluvCat21NbTraj","=K680 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F680)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat21Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat21Request","=K676","FretFluvCat21DistAn","=K680 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F680)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat21Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat22Request","=K687","FretFluvCat22NbTraj","=K691 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F691)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat22Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat22Request","=K687","FretFluvCat22DistAn","=K691 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F691)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat22Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat23Request","=K698","FretFluvCat23NbTraj","=K702 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F702)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat23Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat23Request","=K698","FretFluvCat23DistAn","=K702 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F702)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat23Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat24Request","=K709","FretFluvCat24NbTraj","=K713 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F713)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat24Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
