"situation","indicateur_base","formule_base (OR)","indicateur_derive","formule_derivee","imbrique_ok","condition_resolue"
"init","FretFluvCat26Request","=K748","FretFluvCat26NbTraj","=K752 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F752)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat26Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat26Request","=K748","FretFluvCat26DistAn","=K752 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F752)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat26Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat27Request","=K759","FretFluvCat27NbTraj","=K763 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F763)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat27Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat27Request","=K759","FretFluvCat27DistAn","=K763 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F763)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat27Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat28Request","=K770","FretFluvCat28NbTraj","=K774 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F774)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat28Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat28Request","=K770","FretFluvCat28DistAn","=K774 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F774)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat28Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat29Request","=K781","FretFluvCat29NbTraj","=K785 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F785)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat29Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat29Request","=K781","FretFluvCat29DistAn","=K785 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F785)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat29Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat30Request","=K792","FretFluvCat30NbTraj","=K796 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F796)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat30Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat30Request","=K792","FretFluvCat30DistAn","=K796 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F796)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat30Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat31Request","=K803","FretFluvCat31NbTraj","=K807 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F807)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat31Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat31Request","=K803","FretFluvCat31DistAn","=K807 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F807)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat31Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat32Request","=K814","FretFluvCat32NbTraj","=K818 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F818)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat32Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat32Request","=K814","FretFluvCat32DistAn","=K818 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F818)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat32Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat33Request","=K825","FretFluvCat33NbTraj","=K829 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F829)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat33Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat33Request","=K825","FretFluvCat33DistAn","=K829 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F829)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat33Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat34Request","=K836","FretFluvCat34NbTraj","=K840 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F840)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat34Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat34Request","=K836","FretFluvCat34DistAn","=K840 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F840)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat34Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat35Request","=K847","FretFluvCat35NbTraj","=K851 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F851)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat35Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat35Request","=K847","FretFluvCat35DistAn","=K851 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F851)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat35Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat36Request","=K858","FretFluvCat36NbTraj","=K862 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F862)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat36Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat36Request","=K858","FretFluvCat36DistAn","=K862 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F862)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat36Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat37Request","=K869","FretFluvCat37NbTraj","=K873 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F873)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat37Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat37Request","=K869","FretFluvCat37DistAn","=K873 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F873)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat37Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat38Request","=K880","FretFluvCat38NbTraj","=K884 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F884)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat38Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat38Request","=K880","FretFluvCat38DistAn","=K884 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F884)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat38Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat39Request","=K891","FretFluvCat39NbTraj","=K895 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F895)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat39Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat39Request","=K891","FretFluvCat39DistAn","=K895 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F895)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat39Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"init","FretFluvCat40Request","=K902","FretFluvCat40NbTraj","=K906 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F906)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat40Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"init","FretFluvCat40Request","=K902","FretFluvCat40DistAn","=K906 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F906)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat40Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
